EventID,EventName,StartDate,EndDate,Location,MemberId
587,Reality Show,2022-01-19 06:00:00,2022-01-19 10:00:00,"Mumbai, India",1
588,Fan Meet-Up,2022-07-28 10:00:00,2022-07-28 12:00:00,"Istanbul, Turkey",2
589,Fan Meet-Up,2022-02-02 03:00:00,2022-02-02 04:00:00,"Cairo, Egypt",3
590,Reality Show,2023-03-05 14:00:00,2023-03-05 17:00:00,"Mexico City, Mexico",2
591,Tour,2023-08-22 07:00:00,2023-08-22 08:00:00,"Delhi, India",3
592,Fan Meet-Up,2022-03-01 00:00:00,2022-03-01 01:00:00,"Karachi, Pakistan",4
593,Concert,2021-11-01 02:00:00,2021-11-01 05:00:00,"Mumbai, India",2
594,Reality Show,2023-06-28 21:00:00,2023-06-29 00:00:00,"Karachi, Pakistan",1
595,Reality Show,2022-04-10 18:00:00,2022-04-10 22:00:00,"Kinshasa, DR Congo",4
596,Tour,2022-11-07 14:00:00,2022-11-07 16:00:00,"Kolkata, India",4
597,Merch Sale Event,2024-08-15 05:00:00,2024-08-15 09:00:00,"Chongqing, China",4
598,Reality Show,2024-01-10 13:00:00,2024-01-10 14:00:00,"Cairo, Egypt",4
599,Fan Meet-Up,2024-07-02 00:00:00,2024-07-02 03:00:00,"Karachi, Pakistan",4
600,Tour,2022-01-29 06:00:00,2022-01-29 10:00:00,"Manila, Philippines",2
601,Concert,2022-12-01 18:00:00,2022-12-01 19:00:00,"Delhi, India",1
602,Tour,2024-02-19 08:00:00,2024-02-19 12:00:00,"Mumbai, India",4
603,Concert,2022-08-22 08:00:00,2022-08-22 11:00:00,"Tianjin, China",5
604,Fan Meet-Up,2022-10-22 16:00:00,2022-10-22 18:00:00,"Istanbul, Turkey",2
605,Merch Sale Event,2022-07-21 08:00:00,2022-07-21 10:00:00,"Tianjin, China",5
606,Merch Sale Event,2022-09-22 06:00:00,2022-09-22 07:00:00,"Delhi, India",2
607,Reality Show,2023-01-29 08:00:00,2023-01-29 09:00:00,"Beijing, China",2
608,Reality Show,2024-09-05 14:00:00,2024-09-05 17:00:00,"Dhaka, Bangladesh",4
609,Tour,2022-05-13 07:00:00,2022-05-13 09:00:00,"Manila, Philippines",2
610,Fan Meet-Up,2021-12-27 08:00:00,2021-12-27 11:00:00,"Lagos, Nigeria",2
611,Concert,2022-01-24 21:00:00,2022-01-25 01:00:00,"São Paulo, Brazil",2
612,Tour,2024-03-08 05:00:00,2024-03-08 09:00:00,"Karachi, Pakistan",3
613,Tour,2024-02-19 12:00:00,2024-02-19 13:00:00,"Kinshasa, DR Congo",2
614,Merch Sale Event,2022-10-24 20:00:00,2022-10-25 00:00:00,"Kolkata, India",3
615,Tour,2023-11-30 14:00:00,2023-11-30 18:00:00,"Rio de Janeiro, Brazil",1
616,Tour,2024-08-23 04:00:00,2024-08-23 08:00:00,"Manila, Philippines",1
617,Merch Sale Event,2023-03-14 21:00:00,2023-03-14 23:00:00,"Delhi, India",3
618,Merch Sale Event,2023-08-28 23:00:00,2023-08-29 01:00:00,"Karachi, Pakistan",5
619,Reality Show,2022-11-18 14:00:00,2022-11-18 18:00:00,"Buenos Aires, Argentina",3
620,Tour,2024-03-12 12:00:00,2024-03-12 13:00:00,"Osaka, Japan",3
621,Concert,2023-05-20 12:00:00,2023-05-20 14:00:00,"Chongqing, China",5
622,Tour,2024-05-04 00:00:00,2024-05-04 04:00:00,"Buenos Aires, Argentina",2
623,Merch Sale Event,2022-04-14 21:00:00,2022-04-15 00:00:00,"Mumbai, India",4
624,Tour,2022-05-09 08:00:00,2022-05-09 09:00:00,"Tianjin, China",4
625,Reality Show,2023-05-04 19:00:00,2023-05-04 22:00:00,"Karachi, Pakistan",3
626,Tour,2021-12-08 17:00:00,2021-12-08 18:00:00,"Kinshasa, DR Congo",2
627,Fan Meet-Up,2023-02-14 11:00:00,2023-02-14 14:00:00,"Dhaka, Bangladesh",5
628,Tour,2023-12-31 06:00:00,2023-12-31 07:00:00,"Manila, Philippines",2
629,Tour,2024-03-24 10:00:00,2024-03-24 13:00:00,"Osaka, Japan",5
630,Concert,2023-04-09 16:00:00,2023-04-09 19:00:00,"Shanghai, China",1
631,Tour,2024-03-29 17:00:00,2024-03-29 20:00:00,"Tianjin, China",3
632,Fan Meet-Up,2022-07-11 12:00:00,2022-07-11 15:00:00,"Chongqing, China",4
633,Fan Meet-Up,2023-04-23 01:00:00,2023-04-23 03:00:00,"São Paulo, Brazil",3
634,Concert,2024-06-12 07:00:00,2024-06-12 10:00:00,"Tokyo, Japan",2
635,Tour,2023-04-14 10:00:00,2023-04-14 13:00:00,"Rio de Janeiro, Brazil",3
636,Concert,2022-02-19 21:00:00,2022-02-19 23:00:00,"Delhi, India",2
637,Tour,2024-02-02 16:00:00,2024-02-02 20:00:00,"Mumbai, India",3
638,Fan Meet-Up,2021-11-12 19:00:00,2021-11-12 20:00:00,"Manila, Philippines",4
639,Tour,2024-07-06 13:00:00,2024-07-06 16:00:00,"Rio de Janeiro, Brazil",3
640,Tour,2024-10-21 09:00:00,2024-10-21 10:00:00,"Istanbul, Turkey",5
641,Concert,2024-09-24 23:00:00,2024-09-25 00:00:00,"Dhaka, Bangladesh",1
642,Reality Show,2022-11-26 16:00:00,2022-11-26 17:00:00,"Beijing, China",2
643,Tour,2022-07-27 06:00:00,2022-07-27 09:00:00,"Istanbul, Turkey",5
644,Merch Sale Event,2022-12-09 23:00:00,2022-12-10 03:00:00,"Dhaka, Bangladesh",1
645,Concert,2023-11-20 00:00:00,2023-11-20 04:00:00,"Tokyo, Japan",5
646,Concert,2023-11-17 15:00:00,2023-11-17 18:00:00,"São Paulo, Brazil",1
647,Fan Meet-Up,2024-06-09 15:00:00,2024-06-09 17:00:00,"Cairo, Egypt",3
648,Merch Sale Event,2022-07-08 07:00:00,2022-07-08 08:00:00,"Dhaka, Bangladesh",3
649,Concert,2023-04-03 08:00:00,2023-04-03 09:00:00,"Kinshasa, DR Congo",5
650,Tour,2022-11-29 20:00:00,2022-11-29 21:00:00,"São Paulo, Brazil",3
651,Merch Sale Event,2023-02-07 10:00:00,2023-02-07 12:00:00,"Mumbai, India",2
652,Reality Show,2024-02-13 18:00:00,2024-02-13 21:00:00,"Kinshasa, DR Congo",4
653,Fan Meet-Up,2024-08-16 03:00:00,2024-08-16 06:00:00,"Cairo, Egypt",1
654,Tour,2023-11-19 01:00:00,2023-11-19 02:00:00,"Delhi, India",2
655,Reality Show,2021-12-03 02:00:00,2021-12-03 06:00:00,"Buenos Aires, Argentina",2
656,Concert,2022-10-27 00:00:00,2022-10-27 03:00:00,"Kolkata, India",1
657,Merch Sale Event,2023-06-29 23:00:00,2023-06-30 00:00:00,"São Paulo, Brazil",2
658,Merch Sale Event,2024-04-01 02:00:00,2024-04-01 03:00:00,"Istanbul, Turkey",3
659,Tour,2022-05-20 08:00:00,2022-05-20 10:00:00,"Tokyo, Japan",5
660,Merch Sale Event,2024-09-23 18:00:00,2024-09-23 19:00:00,"Beijing, China",3
661,Fan Meet-Up,2023-07-13 14:00:00,2023-07-13 15:00:00,"Tokyo, Japan",4
662,Tour,2024-08-25 08:00:00,2024-08-25 09:00:00,"Kolkata, India",3
663,Fan Meet-Up,2023-03-22 15:00:00,2023-03-22 19:00:00,"Karachi, Pakistan",4
664,Concert,2023-07-31 02:00:00,2023-07-31 05:00:00,"Manila, Philippines",3
665,Merch Sale Event,2022-01-28 12:00:00,2022-01-28 15:00:00,"Dhaka, Bangladesh",5
666,Reality Show,2024-10-09 05:00:00,2024-10-09 08:00:00,"Buenos Aires, Argentina",3
667,Fan Meet-Up,2023-09-10 01:00:00,2023-09-10 04:00:00,"Kolkata, India",1
668,Fan Meet-Up,2023-04-18 12:00:00,2023-04-18 16:00:00,"Buenos Aires, Argentina",3
669,Merch Sale Event,2023-07-06 16:00:00,2023-07-06 19:00:00,"Dhaka, Bangladesh",2
670,Concert,2023-10-26 16:00:00,2023-10-26 20:00:00,"Kolkata, India",4
671,Tour,2024-07-01 16:00:00,2024-07-01 20:00:00,"Mexico City, Mexico",3
672,Reality Show,2024-03-10 15:00:00,2024-03-10 18:00:00,"Kinshasa, DR Congo",4
673,Tour,2022-01-25 02:00:00,2022-01-25 04:00:00,"Mexico City, Mexico",2
674,Tour,2022-08-14 09:00:00,2022-08-14 11:00:00,"Istanbul, Turkey",4
675,Merch Sale Event,2023-09-04 13:00:00,2023-09-04 17:00:00,"Osaka, Japan",1
676,Tour,2023-04-14 08:00:00,2023-04-14 09:00:00,"Chongqing, China",4
677,Fan Meet-Up,2023-01-07 21:00:00,2023-01-07 22:00:00,"Dhaka, Bangladesh",5
678,Concert,2023-10-06 06:00:00,2023-10-06 08:00:00,"Kinshasa, DR Congo",5
679,Reality Show,2024-06-29 10:00:00,2024-06-29 12:00:00,"Tokyo, Japan",2
680,Merch Sale Event,2024-05-01 22:00:00,2024-05-02 02:00:00,"São Paulo, Brazil",3
681,Tour,2024-09-09 15:00:00,2024-09-09 18:00:00,"Shanghai, China",4
682,Reality Show,2022-01-01 23:00:00,2022-01-02 03:00:00,"Kinshasa, DR Congo",2
683,Merch Sale Event,2022-01-11 17:00:00,2022-01-11 21:00:00,"Mexico City, Mexico",2
684,Merch Sale Event,2022-02-19 01:00:00,2022-02-19 03:00:00,"Rio de Janeiro, Brazil",1
685,Merch Sale Event,2023-06-03 09:00:00,2023-06-03 11:00:00,"Cairo, Egypt",2
686,Reality Show,2024-02-12 08:00:00,2024-02-12 12:00:00,"Tokyo, Japan",3
687,Tour,2024-08-27 03:00:00,2024-08-27 07:00:00,"Karachi, Pakistan",2
688,Merch Sale Event,2023-12-17 04:00:00,2023-12-17 08:00:00,"Kinshasa, DR Congo",3
689,Tour,2024-09-05 13:00:00,2024-09-05 15:00:00,"Delhi, India",2
690,Fan Meet-Up,2022-09-20 14:00:00,2022-09-20 18:00:00,"Istanbul, Turkey",3
691,Fan Meet-Up,2023-08-31 14:00:00,2023-08-31 16:00:00,"Beijing, China",5
692,Fan Meet-Up,2022-05-13 14:00:00,2022-05-13 18:00:00,"Buenos Aires, Argentina",1
693,Reality Show,2023-02-12 12:00:00,2023-02-12 15:00:00,"Kolkata, India",4
694,Merch Sale Event,2022-05-18 18:00:00,2022-05-18 19:00:00,"Manila, Philippines",2
695,Tour,2022-11-26 19:00:00,2022-11-26 20:00:00,"Mexico City, Mexico",2
696,Tour,2023-05-31 07:00:00,2023-05-31 09:00:00,"Karachi, Pakistan",5
697,Reality Show,2021-12-06 08:00:00,2021-12-06 11:00:00,"Shanghai, China",3
698,Fan Meet-Up,2023-12-02 17:00:00,2023-12-02 19:00:00,"Osaka, Japan",2
699,Merch Sale Event,2023-05-11 08:00:00,2023-05-11 10:00:00,"Manila, Philippines",4
700,Merch Sale Event,2023-03-07 22:00:00,2023-03-07 23:00:00,"Osaka, Japan",4
701,Concert,2023-11-22 12:00:00,2023-11-22 13:00:00,"Shanghai, China",4
702,Merch Sale Event,2022-08-08 11:00:00,2022-08-08 12:00:00,"Kinshasa, DR Congo",5
703,Fan Meet-Up,2022-12-30 23:00:00,2022-12-31 01:00:00,"Kolkata, India",2
704,Merch Sale Event,2024-02-06 00:00:00,2024-02-06 03:00:00,"Cairo, Egypt",5
705,Concert,2023-02-04 20:00:00,2023-02-04 21:00:00,"Tokyo, Japan",2
706,Tour,2021-11-05 16:00:00,2021-11-05 19:00:00,"Lagos, Nigeria",4
707,Concert,2024-01-01 17:00:00,2024-01-01 20:00:00,"Rio de Janeiro, Brazil",1
708,Fan Meet-Up,2023-02-28 18:00:00,2023-02-28 19:00:00,"Kinshasa, DR Congo",2
709,Reality Show,2024-01-17 20:00:00,2024-01-17 21:00:00,"Lagos, Nigeria",5
710,Merch Sale Event,2024-01-07 03:00:00,2024-01-07 04:00:00,"Tokyo, Japan",4
711,Tour,2023-01-25 05:00:00,2023-01-25 09:00:00,"Osaka, Japan",3
712,Concert,2023-04-24 02:00:00,2023-04-24 03:00:00,"Tokyo, Japan",3
713,Merch Sale Event,2023-10-22 13:00:00,2023-10-22 16:00:00,"Shanghai, China",3
714,Merch Sale Event,2024-06-04 12:00:00,2024-06-04 15:00:00,"Tokyo, Japan",2
715,Tour,2023-11-14 16:00:00,2023-11-14 19:00:00,"Mexico City, Mexico",1
716,Fan Meet-Up,2023-01-28 06:00:00,2023-01-28 08:00:00,"Rio de Janeiro, Brazil",4
717,Reality Show,2022-04-03 05:00:00,2022-04-03 09:00:00,"Delhi, India",2
718,Merch Sale Event,2022-10-04 20:00:00,2022-10-04 21:00:00,"Kinshasa, DR Congo",4
719,Merch Sale Event,2022-01-24 10:00:00,2022-01-24 11:00:00,"Karachi, Pakistan",2
720,Concert,2022-12-12 08:00:00,2022-12-12 10:00:00,"Dhaka, Bangladesh",1
721,Concert,2024-04-21 06:00:00,2024-04-21 07:00:00,"Chongqing, China",5
722,Concert,2022-01-05 08:00:00,2022-01-05 12:00:00,"Rio de Janeiro, Brazil",2
723,Concert,2023-08-26 04:00:00,2023-08-26 08:00:00,"Istanbul, Turkey",3
724,Reality Show,2024-06-05 04:00:00,2024-06-05 05:00:00,"Osaka, Japan",5
725,Merch Sale Event,2021-11-06 05:00:00,2021-11-06 07:00:00,"Kinshasa, DR Congo",1
726,Concert,2024-06-30 00:00:00,2024-06-30 04:00:00,"Kinshasa, DR Congo",3
727,Fan Meet-Up,2024-03-26 07:00:00,2024-03-26 10:00:00,"Cairo, Egypt",1
728,Tour,2024-10-31 06:00:00,2024-10-31 08:00:00,"Dhaka, Bangladesh",2
729,Tour,2023-12-24 19:00:00,2023-12-24 20:00:00,"Manila, Philippines",3
730,Concert,2024-07-24 10:00:00,2024-07-24 12:00:00,"Lagos, Nigeria",3
731,Merch Sale Event,2023-12-21 09:00:00,2023-12-21 13:00:00,"Shanghai, China",4
732,Concert,2022-05-18 00:00:00,2022-05-18 04:00:00,"Shanghai, China",3
733,Reality Show,2023-07-03 10:00:00,2023-07-03 12:00:00,"Buenos Aires, Argentina",1
734,Fan Meet-Up,2024-08-11 01:00:00,2024-08-11 05:00:00,"Lagos, Nigeria",3
735,Concert,2022-03-29 04:00:00,2022-03-29 07:00:00,"Karachi, Pakistan",3
736,Tour,2024-03-22 00:00:00,2024-03-22 01:00:00,"Cairo, Egypt",1
737,Reality Show,2024-03-14 19:00:00,2024-03-14 20:00:00,"Rio de Janeiro, Brazil",1
738,Merch Sale Event,2024-08-12 00:00:00,2024-08-12 01:00:00,"Beijing, China",3
739,Fan Meet-Up,2023-03-26 12:00:00,2023-03-26 13:00:00,"Cairo, Egypt",5
740,Concert,2024-02-04 23:00:00,2024-02-05 00:00:00,"Manila, Philippines",1
741,Tour,2022-02-07 06:00:00,2022-02-07 07:00:00,"Tianjin, China",3
742,Merch Sale Event,2024-10-08 16:00:00,2024-10-08 19:00:00,"Delhi, India",5
743,Tour,2022-11-09 03:00:00,2022-11-09 06:00:00,"Shanghai, China",4
744,Reality Show,2023-09-14 15:00:00,2023-09-14 19:00:00,"Beijing, China",4
745,Fan Meet-Up,2022-09-05 09:00:00,2022-09-05 13:00:00,"Osaka, Japan",1
746,Merch Sale Event,2023-12-29 14:00:00,2023-12-29 16:00:00,"Buenos Aires, Argentina",3
747,Concert,2023-04-27 14:00:00,2023-04-27 15:00:00,"São Paulo, Brazil",5
748,Merch Sale Event,2024-07-12 08:00:00,2024-07-12 12:00:00,"Dhaka, Bangladesh",2
749,Merch Sale Event,2024-06-19 00:00:00,2024-06-19 04:00:00,"Shanghai, China",2
750,Concert,2022-01-14 19:00:00,2022-01-14 20:00:00,"Mumbai, India",4
751,Fan Meet-Up,2023-03-19 22:00:00,2023-03-19 23:00:00,"Buenos Aires, Argentina",3
752,Fan Meet-Up,2021-10-31 23:00:00,2021-11-01 00:00:00,"Istanbul, Turkey",3
753,Concert,2022-04-02 13:00:00,2022-04-02 15:00:00,"São Paulo, Brazil",5
754,Reality Show,2024-06-22 05:00:00,2024-06-22 09:00:00,"Mumbai, India",3
755,Reality Show,2022-11-18 01:00:00,2022-11-18 03:00:00,"Mumbai, India",1
756,Concert,2022-01-15 19:00:00,2022-01-15 21:00:00,"Kinshasa, DR Congo",2
757,Fan Meet-Up,2022-04-12 18:00:00,2022-04-12 19:00:00,"Tokyo, Japan",2
758,Tour,2024-04-26 15:00:00,2024-04-26 18:00:00,"Tianjin, China",3
759,Concert,2022-10-17 12:00:00,2022-10-17 13:00:00,"São Paulo, Brazil",5
760,Merch Sale Event,2024-01-16 09:00:00,2024-01-16 13:00:00,"Buenos Aires, Argentina",1
761,Concert,2023-03-04 21:00:00,2023-03-05 00:00:00,"Kolkata, India",2
762,Tour,2024-07-28 19:00:00,2024-07-28 20:00:00,"Mumbai, India",2
763,Fan Meet-Up,2023-01-09 14:00:00,2023-01-09 17:00:00,"Tokyo, Japan",4
764,Concert,2022-03-14 10:00:00,2022-03-14 12:00:00,"Chongqing, China",5
765,Reality Show,2023-05-08 08:00:00,2023-05-08 12:00:00,"Karachi, Pakistan",2
766,Reality Show,2023-12-16 10:00:00,2023-12-16 13:00:00,"Dhaka, Bangladesh",4
767,Reality Show,2024-01-28 00:00:00,2024-01-28 03:00:00,"Karachi, Pakistan",5
768,Tour,2023-08-19 05:00:00,2023-08-19 06:00:00,"Beijing, China",1
769,Reality Show,2024-08-27 11:00:00,2024-08-27 12:00:00,"Manila, Philippines",2
770,Tour,2024-08-11 12:00:00,2024-08-11 13:00:00,"Dhaka, Bangladesh",1
771,Merch Sale Event,2023-12-27 12:00:00,2023-12-27 15:00:00,"Chongqing, China",4
772,Reality Show,2021-12-29 17:00:00,2021-12-29 18:00:00,"Chongqing, China",1
773,Tour,2023-09-07 03:00:00,2023-09-07 05:00:00,"Tianjin, China",3
774,Merch Sale Event,2022-10-25 03:00:00,2022-10-25 06:00:00,"Tokyo, Japan",3
775,Merch Sale Event,2022-09-09 19:00:00,2022-09-09 23:00:00,"Mumbai, India",1
776,Concert,2022-06-25 15:00:00,2022-06-25 19:00:00,"Lagos, Nigeria",4
777,Concert,2024-08-02 17:00:00,2024-08-02 18:00:00,"Chongqing, China",4
778,Concert,2023-02-09 16:00:00,2023-02-09 19:00:00,"Dhaka, Bangladesh",3
779,Reality Show,2022-01-30 13:00:00,2022-01-30 14:00:00,"Kinshasa, DR Congo",3
780,Fan Meet-Up,2024-03-05 07:00:00,2024-03-05 08:00:00,"Tokyo, Japan",1
781,Merch Sale Event,2022-03-31 11:00:00,2022-03-31 14:00:00,"Osaka, Japan",3
782,Reality Show,2024-09-18 04:00:00,2024-09-18 08:00:00,"Tianjin, China",1
783,Concert,2024-07-22 07:00:00,2024-07-22 10:00:00,"Lagos, Nigeria",1
784,Concert,2022-10-18 20:00:00,2022-10-18 23:00:00,"Mexico City, Mexico",2
785,Concert,2024-03-07 11:00:00,2024-03-07 14:00:00,"Delhi, India",1
786,Tour,2022-03-21 14:00:00,2022-03-21 18:00:00,"Beijing, China",2
787,Concert,2021-11-17 09:00:00,2021-11-17 12:00:00,"Tianjin, China",1
788,Merch Sale Event,2024-09-16 19:00:00,2024-09-16 22:00:00,"Chongqing, China",4
789,Reality Show,2024-01-12 15:00:00,2024-01-12 19:00:00,"Beijing, China",2
790,Merch Sale Event,2022-08-20 21:00:00,2022-08-20 23:00:00,"Lagos, Nigeria",2
791,Merch Sale Event,2024-10-29 13:00:00,2024-10-29 14:00:00,"Osaka, Japan",1
792,Tour,2023-12-11 16:00:00,2023-12-11 20:00:00,"Istanbul, Turkey",2
793,Fan Meet-Up,2024-01-31 21:00:00,2024-01-31 22:00:00,"Mexico City, Mexico",3
794,Merch Sale Event,2022-07-10 10:00:00,2022-07-10 13:00:00,"Tokyo, Japan",5
795,Tour,2023-01-11 02:00:00,2023-01-11 04:00:00,"Mumbai, India",1
796,Fan Meet-Up,2022-06-19 14:00:00,2022-06-19 18:00:00,"Tokyo, Japan",3
797,Concert,2024-07-25 05:00:00,2024-07-25 09:00:00,"Tianjin, China",1
798,Merch Sale Event,2024-06-30 23:00:00,2024-07-01 01:00:00,"Buenos Aires, Argentina",2
799,Tour,2021-11-30 00:00:00,2021-11-30 02:00:00,"Mumbai, India",4
800,Reality Show,2022-12-11 04:00:00,2022-12-11 05:00:00,"Karachi, Pakistan",5
801,Concert,2022-06-26 03:00:00,2022-06-26 06:00:00,"Osaka, Japan",1
802,Fan Meet-Up,2023-03-22 16:00:00,2023-03-22 17:00:00,"Dhaka, Bangladesh",4
803,Concert,2022-01-14 19:00:00,2022-01-14 23:00:00,"Buenos Aires, Argentina",1
804,Tour,2022-03-01 15:00:00,2022-03-01 18:00:00,"Cairo, Egypt",2
805,Fan Meet-Up,2022-11-16 13:00:00,2022-11-16 15:00:00,"São Paulo, Brazil",3
806,Merch Sale Event,2023-08-29 16:00:00,2023-08-29 19:00:00,"Beijing, China",4
807,Reality Show,2024-03-26 06:00:00,2024-03-26 10:00:00,"Istanbul, Turkey",1
808,Concert,2023-08-25 07:00:00,2023-08-25 11:00:00,"Kolkata, India",3
809,Tour,2024-08-14 11:00:00,2024-08-14 13:00:00,"Karachi, Pakistan",2
810,Concert,2023-06-22 09:00:00,2023-06-22 12:00:00,"Mexico City, Mexico",4
811,Concert,2023-10-13 06:00:00,2023-10-13 07:00:00,"Beijing, China",3
812,Merch Sale Event,2021-12-06 07:00:00,2021-12-06 11:00:00,"Mexico City, Mexico",3
813,Reality Show,2023-10-06 01:00:00,2023-10-06 02:00:00,"Mumbai, India",1
814,Merch Sale Event,2022-08-01 04:00:00,2022-08-01 07:00:00,"Tianjin, China",2
815,Reality Show,2023-06-23 22:00:00,2023-06-24 01:00:00,"Rio de Janeiro, Brazil",1
816,Reality Show,2023-01-19 01:00:00,2023-01-19 05:00:00,"Tianjin, China",2
817,Reality Show,2024-03-05 19:00:00,2024-03-05 22:00:00,"Mexico City, Mexico",2
818,Tour,2023-08-04 14:00:00,2023-08-04 17:00:00,"Beijing, China",2
819,Tour,2024-01-12 19:00:00,2024-01-12 22:00:00,"São Paulo, Brazil",5
820,Merch Sale Event,2022-01-24 20:00:00,2022-01-24 23:00:00,"São Paulo, Brazil",2
821,Tour,2023-04-09 04:00:00,2023-04-09 07:00:00,"Mexico City, Mexico",3
822,Fan Meet-Up,2024-01-16 10:00:00,2024-01-16 14:00:00,"Mumbai, India",2
823,Reality Show,2023-08-31 20:00:00,2023-08-31 21:00:00,"Dhaka, Bangladesh",5
824,Fan Meet-Up,2022-09-21 11:00:00,2022-09-21 13:00:00,"Buenos Aires, Argentina",3
825,Concert,2023-01-05 13:00:00,2023-01-05 14:00:00,"Lagos, Nigeria",4
826,Tour,2023-04-25 16:00:00,2023-04-25 19:00:00,"Osaka, Japan",3
827,Fan Meet-Up,2023-11-23 17:00:00,2023-11-23 21:00:00,"Manila, Philippines",1
828,Reality Show,2022-04-09 02:00:00,2022-04-09 03:00:00,"Osaka, Japan",4
829,Concert,2023-05-19 13:00:00,2023-05-19 16:00:00,"Beijing, China",2
830,Fan Meet-Up,2023-02-15 06:00:00,2023-02-15 10:00:00,"Manila, Philippines",5
831,Fan Meet-Up,2022-07-01 15:00:00,2022-07-01 17:00:00,"Dhaka, Bangladesh",5
832,Merch Sale Event,2022-12-10 05:00:00,2022-12-10 09:00:00,"Lagos, Nigeria",5
833,Tour,2023-11-23 21:00:00,2023-11-23 23:00:00,"Buenos Aires, Argentina",3
834,Fan Meet-Up,2023-01-25 17:00:00,2023-01-25 20:00:00,"Dhaka, Bangladesh",4
835,Concert,2023-10-01 01:00:00,2023-10-01 05:00:00,"Tokyo, Japan",5
836,Concert,2023-03-13 05:00:00,2023-03-13 08:00:00,"Cairo, Egypt",5
837,Fan Meet-Up,2024-10-21 12:00:00,2024-10-21 16:00:00,"Osaka, Japan",2
838,Fan Meet-Up,2023-07-14 17:00:00,2023-07-14 19:00:00,"Lagos, Nigeria",3
839,Reality Show,2023-02-05 06:00:00,2023-02-05 07:00:00,"Buenos Aires, Argentina",2
840,Reality Show,2023-12-22 06:00:00,2023-12-22 10:00:00,"Kolkata, India",3
841,Reality Show,2021-11-24 00:00:00,2021-11-24 03:00:00,"Kolkata, India",3
842,Concert,2022-02-10 08:00:00,2022-02-10 12:00:00,"Tianjin, China",1
843,Concert,2024-03-28 19:00:00,2024-03-28 23:00:00,"Delhi, India",4
844,Fan Meet-Up,2023-12-27 11:00:00,2023-12-27 13:00:00,"Chongqing, China",5
845,Fan Meet-Up,2023-11-23 16:00:00,2023-11-23 20:00:00,"Kolkata, India",2
846,Concert,2022-07-07 04:00:00,2022-07-07 06:00:00,"Cairo, Egypt",1
847,Concert,2024-02-26 05:00:00,2024-02-26 09:00:00,"Kinshasa, DR Congo",3
848,Tour,2024-01-31 18:00:00,2024-01-31 22:00:00,"São Paulo, Brazil",4
849,Reality Show,2024-07-06 19:00:00,2024-07-06 23:00:00,"Rio de Janeiro, Brazil",2
850,Reality Show,2024-09-13 06:00:00,2024-09-13 07:00:00,"Shanghai, China",1
851,Concert,2022-05-18 01:00:00,2022-05-18 05:00:00,"Tianjin, China",1
852,Concert,2024-08-03 00:00:00,2024-08-03 04:00:00,"Dhaka, Bangladesh",4
853,Concert,2023-05-26 19:00:00,2023-05-26 22:00:00,"Mumbai, India",2
854,Reality Show,2023-05-24 06:00:00,2023-05-24 08:00:00,"Mexico City, Mexico",2
855,Reality Show,2022-02-04 15:00:00,2022-02-04 19:00:00,"São Paulo, Brazil",3
856,Concert,2022-04-13 03:00:00,2022-04-13 04:00:00,"Buenos Aires, Argentina",2
857,Concert,2023-05-01 21:00:00,2023-05-02 01:00:00,"Kolkata, India",3
858,Fan Meet-Up,2024-06-04 15:00:00,2024-06-04 18:00:00,"Chongqing, China",4
859,Fan Meet-Up,2024-02-04 16:00:00,2024-02-04 19:00:00,"Istanbul, Turkey",3
860,Reality Show,2023-10-16 16:00:00,2023-10-16 18:00:00,"Buenos Aires, Argentina",3
861,Reality Show,2021-12-06 10:00:00,2021-12-06 11:00:00,"Kolkata, India",3
862,Merch Sale Event,2023-08-09 20:00:00,2023-08-09 22:00:00,"Mexico City, Mexico",3
863,Concert,2022-08-12 22:00:00,2022-08-13 01:00:00,"São Paulo, Brazil",1
864,Concert,2023-10-09 23:00:00,2023-10-10 01:00:00,"São Paulo, Brazil",4
865,Merch Sale Event,2023-09-21 17:00:00,2023-09-21 18:00:00,"Beijing, China",2
866,Fan Meet-Up,2024-05-10 07:00:00,2024-05-10 10:00:00,"São Paulo, Brazil",1
867,Tour,2024-04-12 17:00:00,2024-04-12 20:00:00,"Dhaka, Bangladesh",1
868,Tour,2023-02-14 18:00:00,2023-02-14 20:00:00,"Kolkata, India",3
869,Fan Meet-Up,2023-09-23 06:00:00,2023-09-23 10:00:00,"Kinshasa, DR Congo",2
870,Fan Meet-Up,2024-01-28 07:00:00,2024-01-28 08:00:00,"Kolkata, India",3
871,Reality Show,2022-04-07 18:00:00,2022-04-07 21:00:00,"Lagos, Nigeria",1
872,Fan Meet-Up,2022-06-17 10:00:00,2022-06-17 12:00:00,"Cairo, Egypt",2
873,Merch Sale Event,2023-11-11 11:00:00,2023-11-11 13:00:00,"Mexico City, Mexico",2
874,Tour,2022-06-06 21:00:00,2022-06-07 01:00:00,"Shanghai, China",2
875,Fan Meet-Up,2023-06-20 09:00:00,2023-06-20 13:00:00,"Tokyo, Japan",1
876,Fan Meet-Up,2022-06-26 17:00:00,2022-06-26 19:00:00,"Buenos Aires, Argentina",4
877,Concert,2023-12-22 04:00:00,2023-12-22 08:00:00,"Lagos, Nigeria",2
878,Concert,2022-01-24 13:00:00,2022-01-24 14:00:00,"Tianjin, China",5
879,Tour,2023-04-13 21:00:00,2023-04-13 23:00:00,"Beijing, China",3
